"key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull"
"3031,H,1991-1995,Employe,15-16,Oui,2-5,2/mois,3-4 h ,Les 2,Oui,Oui,1,1,50-100 "
"3032,H,1986-1990,Etudiant,15-16,Non,2-5,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0"
"3033,H,1986-1990,Employe,15-16,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,1,1,20-50 "
"3034,H,1976-1980,Employe,11-12,Oui,21+,2/mois,Le week end,Les 2,Oui,Oui,2-5,21-30,100-200 "
"3036,H,1991-1995,Etudiant,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,50-100 "
"3037,F,1986-1990,Etudiant,19-20,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,31-50,200-500 "
"3039,H,1981-1985,Ouvrier,13-14,Non,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,11-15,50-100 "
"3040,H,1976-1980,Profession intermediaire,19-20,Non,11-20,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,6-10,51+,50-100 "
"3041,H,1981-1985,Employe,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,51+,500+ "
"3042,H,1986-1990,Employe,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,1,4-6,50-100 "
"3044,H,1986-1990,En recherche d'emploi,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,21-30,100-200 "
"3045,H,1976-1980,Employe,10,Oui,21+,1/an,Le week end,Les 2,Non,Oui,2-5,11-15,20 "
"3047,H,1986-1990,Etudiant,10,Non,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,4-6,20-50 "
"3048,H,1986-1990,Employe,13-14,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 "
"3049,F,1976-1980,Travailleur independant,13-14,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,100-200 "
"3050,H,1996-2000,Etudiant,10,Oui,6-10,2/mois,5-6 h ,PJ,Oui,Oui,2-5,7-10,50-100 "
"3053,F,1996-2000,Etudiant,15-16,Oui,11-20,1/mois,5-6 h ,PJ,Non,Non,0,0,0"
"3054,H,1986-1990,En recherche d'emploi,11-12,Oui,11-20,2/mois,7 h +,Les 2,Non,Oui,2-5,4-6,20 "
"3055,H,1986-1990,Employe,15-16,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,50-100 "
"3056,H,1971-1975,Employe,11-12,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,21-30,20-50 "
"3057,H,1976-1980,Travailleur independant,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"3058,H,1976-1980,Employe,17-18,Oui,21+,1/mois,7 h +,PJ,Oui,Oui,2-5,4-6,50-100 "
"3060,H,1966-1970,Cadre +,17-18,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,6-10,31-50,100-200 "
"3061,H,1991-1995,Etudiant,13-14,Oui,6-10,1/mois,7 h +,PJ,Oui,Oui,1,1,20 "
"3062,H,1976-1980,Cadre +,25-30,Non,6-10,3/an,Le week end,PJ,Oui,Oui,2-5,2 ou 3,50-100 "
"3063,H,1976-1980,Cadre +,11-12,Oui,11-20,2/mois,7 h +,Les 2,Non,Oui,2-5,11-15,20-50 "
"3064,H,1991-1995,Etudiant,17-18,Oui,1,1/mois,3-4 h ,PJ,Non,Non,0,0,0"
"3065,H,1981-1985,En recherche d'emploi,13-14,Non,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Oui,2-5,11-15,20 "
"3066,H,1981-1985,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,31-50,200-500 "
"3069,F,1981-1985,Je ne souhaite pas repondre,15-16,Oui,11-20,1/mois,Le week end,Les 2,Oui,Oui,2-5,16-20,20-50 "
"3073,H,1981-1985,Cadre +,11-12,Non,2-5,3/an,3-4 h ,Les 2,Non,Oui,2-5,11-15,20-50 "
"3074,H,1976-1980,Cadre +,19-20,Non,11-20,2/mois,5-6 h ,Les 2,Non,Oui,2-5,11-15,20-50 "
"3075,H,1986-1990,Cadre +,17-18,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,20-50 "
"3076,F,1981-1985,Cadre +,17-18,Oui,2-5,1/an,7 h +,PJ,Non,Non,0,0,0"
"3077,H,1971-1975,Cadre +,13-14,Oui,2-5,1/mois,7 h +,Les 2,Oui,Oui,2-5,31-50,20-50 "
"3083,H,1976-1980,Travailleur independant,11-12,Oui,21+,3/an,Le week end,Les 2,Oui,Oui,11-15,51+,200-500 "
"3084,H,1976-1980,Cadre +,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,50-100 "
"3085,H,1971-1975,Cadre +,19-20,Non,2-5,Je ne joue plus vraiment,3-4 h ,MJ,Non,Oui,11-15,31-50,50-100 "
"3087,H,1971-1975,En recherche d'emploi,13-14,Non,6-10,1/mois,7 h +,PJ,Non,Oui,2-5,7-10,20 "
"3088,H,1971-1975,Cadre +,15-16,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 "
"3092,H,1971-1975,Cadre +,13-14,Non,6-10,3/an,7 h +,Les 2,Non,Oui,6-10,11-15,20-50 "
"3093,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,2-5,51+,50-100 "
"3094,F,1981-1985,Employe,10,Oui,6-10,3/an,7 h +,PJ,Oui,Oui,1,2 ou 3,20-50 "
"3095,H,1971-1975,Travailleur independant,11-12,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,16+,51+,100-200 "
"3098,H,1981-1985,Travailleur independant,15-16,Oui,6-10,3/an,7 h +,Les 2,Non,Oui,2-5,11-15,20 "
"3099,H,1986-1990,Cadre +,17-18,Non,6-10,2/mois,3-4 h ,PJ,Non,Oui,2-5,7-10,20-50 "
"3100,H,1991-1995,Etudiant,13-14,Oui,6-10,1/an,Le week end,PJ,Oui,Oui,2-5,16-20,50-100 "
"3101,H,1996-2000,Etudiant,10,Oui,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,1,1,20 "
"3102,H,1981-1985,Je ne souhaite pas repondre,11-12,Non,6-10,2/mois,3-4 h ,PJ,Oui,Oui,2-5,2 ou 3,20-50 "
"3104,H,1971-1975,Employe,13-14,Non,11-20,1/semaine,7 h +,PJ,Oui,Oui,2-5,21-30,20-50 "
"3105,H,1971-1975,Cadre +,11-12,Oui,11-20,1/an,7 h +,PJ,Oui,Oui,2-5,31-50,20 "
"3106,H,1981-1985,Employe,15-16,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,51+,20 "
"3107,H,1996-2000,Etudiant,13-14,Non,6-10,3/an,3-4 h ,Les 2,Non,Oui,2-5,2 ou 3,20-50 "
"3109,H,1991-1995,En recherche d'emploi,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20-50 "
"3112,F,1986-1990,En recherche d'emploi,11-12,Non,6-10,1/mois,3-4 h ,PJ,Oui,Oui,1,2 ou 3,20-50 "
"3113,H,1971-1975,Ouvrier,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,51+,500+ "
"3114,H,1976-1980,Cadre +,17-18,Non,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"3115,H,1976-1980,Cadre +,11-12,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 "
"3116,H,1981-1985,Employe,15-16,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,100-200 "
"3117,H,1966-1970,Employe,13-14,Oui,6-10,3/an,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 "
"3118,H,1971-1975,Cadre +,21-22,Non,11-20,1/mois,7 h +,PJ,Oui,Oui,11-15,51+,100-200 "
"3119,H,1986-1990,Je ne souhaite pas repondre,15-16,Non,6-10,Je ne joue plus vraiment,7 h +,PJ,Oui,Oui,1,4-6,20 "
"3120,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,20-50 "
"3122,H,1986-1990,Profession intermediaire,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,31-50,100-200 "
"3124,F,1986-1990,En recherche d'emploi,11-12,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 "
"3125,H,1986-1990,Cadre +,17-18,Non,2-5,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,2-5,2 ou 3,20-50 "
"3126,H,1986-1990,Employe,17-18,Non,6-10,2/mois,3-4 h ,Les 2,Non,Oui,2-5,2 ou 3,20-50 "
"3128,F,1996-2000,Etudiant,15-16,Non,2-5,2/mois,Le week end,Les 2,Non,Non,0,0,0"
"3129,H,1991-1995,Etudiant,13-14,Non,1,Je ne joue plus vraiment,3-4 h ,MJ,Non,Oui,1,4-6,20 "
"3130,H,1991-1995,Etudiant,13-14,Non,1,Je ne joue plus vraiment,3-4 h ,MJ,Non,Oui,1,4-6,20 "
"3131,H,1986-1990,En recherche d'emploi,21-22,Non,21+,1/semaine,3-4 h ,Les 2,Non,Oui,16+,51+,100-200 "
"3132,H,1981-1985,Employe,15-16,Oui,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,7-10,20-50 "
"3133,H,1976-1980,Cadre +,11-12,Non,21+,3/an,5-6 h ,Les 2,Non,Oui,6-10,31-50,50-100 "
"3134,H,1991-1995,Employe,19-20,Oui,11-20,2/mois,5-6 h ,PJ,Non,Oui,1,1,50-100 "
"3136,H,1976-1980,Cadre +,15-16,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,6-10,21-30,20-50 "
"3138,H,1971-1975,Travailleur independant,13-14,Non,11-20,3/an,3-4 h ,Les 2,Non,Oui,2-5,16-20,20-50 "
"3139,H,1981-1985,Cadre +,13-14,Oui,21+,1/an,5-6 h ,Les 2,Non,Oui,6-10,31-50,100-200 "
"3140,H,1971-1975,Profession intermediaire,19-20,Oui,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,11-15,20 "
"3141,H,1991-1995,Etudiant,13-14,Oui,2-5,2/mois,3-4 h ,Les 2,Non,Oui,1,7-10,100-200 "
"3142,H,1981-1985,Cadre +,21-22,Oui,6-10,1/mois,5-6 h ,Les 2,Non,Non,0,0,0"
"3143,H,1971-1975,Cadre +,11-12,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,16-20,100-200 "
"3144,H,1986-1990,Employe,13-14,Non,11-20,2/mois,3-4 h ,Les 2,Non,Oui,1,2 ou 3,50-100 "
"3145,H,1971-1975,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,51+,100-200 "
"3147,F,1991-1995,Etudiant,15-16,Oui,6-10,2/mois,3-4 h ,PJ,Oui,Oui,1,2 ou 3,20 "
"3148,H,1971-1975,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,16-20,20-50 "
"3149,H,1976-1980,Profession intermediaire,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 "
"3150,H,1971-1975,Ouvrier,15-16,Oui,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20-50 "
"3152,H,1971-1975,Employe,15-16,Non,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,51+,500+ "
"3153,H,1976-1980,Employe,11-12,Oui,11-20,1/mois,7 h +,Les 2,Non,Oui,2-5,11-15,20 "
"3155,H,1976-1980,Je ne souhaite pas repondre,10,Oui,11-20,2/mois,7 h +,PJ,Non,Oui,2-5,4-6,20 "
"3156,H,1986-1990,Employe,10,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,11-15,50-100 "
"3157,H,1981-1985,Cadre +,11-12,Oui,11-20,2/mois,7 h +,Les 2,Oui,Oui,6-10,31-50,100-200 "
"3158,H,1981-1985,Employe,19-20,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"3159,H,1996-2000,Etudiant,21-22,Oui,2-5,2/mois,3-4 h ,PJ,Non,Non,0,0,0"
"3160,H,1986-1990,Profession intermediaire,15-16,Non,11-20,1/semaine,7 h +,Les 2,Non,Oui,11-15,21-30,200-500 "
"3161,H,1976-1980,Employe,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,31-50,100-200 "
"3162,H,1976-1980,Cadre +,17-18,Non,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,500+ "
"3163,H,1976-1980,Profession intermediaire,15-16,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,1,51+,200-500 "
"3164,H,1981-1985,Employe,13-14,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 "
"3166,H,1991-1995,Etudiant,11-12,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0"
"3167,H,1991-1995,Profession intermediaire,10,Oui,6-10,1/semaine,5-6 h ,PJ,Non,Oui,2-5,2 ou 3,50-100 "
"3168,H,1976-1980,Cadre +,11-12,Non,11-20,3/an,7 h +,MJ,Oui,Oui,11-15,51+,200-500 "
"3169,H,1966-1970,Ouvrier,15-16,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,16+,51+,50-100 "
"3170,F,1981-1985,Etudiant,19-20,Oui,6-10,1/semaine,5-6 h ,PJ,Non,Oui,2-5,2 ou 3,20 "
"3171,H,1981-1985,Cadre +,10,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,31-50,100-200 "
"3172,H,1986-1990,Employe,21-22,Oui,1,1/mois,7 h +,PJ,Oui,Non,0,0,0"
"3173,H,1986-1990,Ouvrier,15-16,Non,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,1,1,20 "
"3174,F,1986-1990,Employe,21-22,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,31-50,100-200 "
"3176,F,1986-1990,Etudiant,13-14,Oui,11-20,1/semaine,Le week end,PJ,Oui,Oui,2-5,11-15,20-50 "
"3177,F,1986-1990,Etudiant,15-16,Non,2-5,1/semaine,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 "
"3178,H,1971-1975,En recherche d'emploi,15-16,Non,6-10,1/mois,3-4 h ,Les 2,Non,Oui,2-5,11-15,20-50 "
"3180,F,1986-1990,En recherche d'emploi,17-18,Oui,2-5,1/semaine,3-4 h ,MJ,Non,Oui,1,21-30,20-50 "
"3181,H,1986-1990,Cadre +,11-12,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,11-15,20-50 "
"3182,H,1971-1975,Cadre +,10,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,500+ "
"3183,H,1981-1985,Employe,13-14,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,2-5,21-30,50-100 "
"3185,H,1991-1995,Ouvrier,21-22,Non,2-5,1/semaine,5-6 h ,PJ,Oui,Oui,1,1,20-50 "
"3186,H,1991-1995,Etudiant,13-14,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,1,1,20 "
"3189,H,1976-1980,Je ne souhaite pas repondre,10,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,6-10,16-20,20 "
"3190,H,1976-1980,Cadre +,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,20-50 "
"3191,F,1986-1990,En recherche d'emploi,19-20,Non,6-10,2/mois,3-4 h ,PJ,Oui,Oui,2-5,4-6,20 "
"3192,H,1981-1985,Cadre +,11-12,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 "
"3193,H,1981-1985,Employe,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"3194,H,1981-1985,Cadre +,10,Non,6-10,2/mois,5-6 h ,Les 2,Non,Oui,2-5,4-6,20-50 "
"3195,H,1991-1995,En recherche d'emploi,11-12,Oui,6-10,3/an,Le week end,PJ,Oui,Oui,2-5,4-6,100-200 "
"3196,H,1986-1990,Etudiant,15-16,Non,6-10,2/mois,7 h +,PJ,Non,Oui,1,1,20 "
"3197,H,1986-1990,Je ne souhaite pas repondre,23-24,Oui,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,4-6,50-100 "
"3198,H,1991-1995,Etudiant,19-20,Oui,2-5,2/mois,5-6 h ,Les 2,Oui,Oui,1,1,20-50 "
"3200,H,1991-1995,Etudiant,15-16,Non,2-5,2/mois,3-4 h ,Les 2,Non,Non,0,0,0"
"3203,F,1971-1975,Employe,25-30,Oui,6-10,3/an,5-6 h ,PJ,Oui,Oui,2-5,7-10,20 "
"3204,F,1961-1965,Employe,17-18,Oui,6-10,1/mois,7 h +,MJ,Non,Oui,11-15,51+,100-200 "
"3206,H,1976-1980,Cadre +,10,Oui,21+,1/mois,3-4 h ,MJ,Oui,Oui,16+,51+,500+ "
"3207,H,1991-1995,Etudiant,13-14,Non,2-5,3/an,5-6 h ,PJ,Non,Non,0,0,0"
"3208,H,1986-1990,Cadre +,13-14,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"3209,H,1971-1975,Employe,21-22,Non,11-20,1/an,5-6 h ,Les 2,Oui,Non,0,0,0"
"3210,H,1971-1975,Cadre +,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 "
"3211,H,1986-1990,Profession intermediaire,13-14,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,16-20,100-200 "
"3213,H,1971-1975,Employe,11-12,Non,6-10,3/an,5-6 h ,Les 2,Non,Oui,2-5,16-20,20-50 "
"3215,H,1996-2000,Etudiant,13-14,Non,6-10,1/semaine,7 h +,Les 2,Oui,Non,0,0,0"
"3216,H,1981-1985,Employe,11-12,Non,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,31-50,20-50 "
"3218,H,1981-1985,Employe,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 "
"3221,H,1976-1980,Cadre +,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20-50 "
"3223,H,1976-1980,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,50-100 "
"3224,H,1971-1975,Profession intermediaire,11-12,Non,21+,2/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,50-100 "
"3225,H,1986-1990,Je ne souhaite pas repondre,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,7-10,20-50 "
"3226,H,1981-1985,Employe,25-30,Oui,6-10,1/semaine,5-6 h ,PJ,Oui,Oui,2-5,4-6,20-50 "
"3227,H,1966-1970,Employe,21-22,Oui,11-20,3/an,3-4 h ,PJ,Oui,Oui,2-5,21-30,20 "
"3228,H,1981-1985,Cadre +,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,50-100 "
"3229,H,1971-1975,Profession intermediaire,11-12,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"3230,H,1976-1980,Ouvrier,11-12,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,51+,50-100 "
"3231,F,1986-1990,Travailleur independant,21-22,Non,2-5,2/mois,3-4 h ,MJ,Oui,Oui,2-5,2 ou 3,50-100 "
"3232,F,1991-1995,Etudiant,17-18,Non,2-5,3/an,Le week end,PJ,Oui,Oui,1,7-10,20 "
"3234,F,1986-1990,Etudiant,13-14,Oui,6-10,2/mois,3-4 h ,PJ,Non,Non,0,0,0"
"3237,H,1971-1975,Cadre +,13-14,Oui,2-5,Je ne joue plus vraiment,Le week end,MJ,Non,Oui,1,11-15,20 "
"3239,H,1966-1970,Ouvrier,13-14,Oui,2-5,2/mois,5-6 h ,PJ,Non,Oui,6-10,21-30,20-50 "
"3241,H,1986-1990,Je ne souhaite pas repondre,21-22,Oui,11-20,2/mois,5-6 h ,PJ,Non,Non,0,0,0"
"3242,H,1976-1980,Employe,13-14,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,1,4-6,20-50 "
"3243,H,1981-1985,Employe,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,11-15,50-100 "
"3244,F,1981-1985,Travailleur independant,15-16,Non,6-10,2/mois,3-4 h ,PJ,Non,Oui,2-5,4-6,20 "
"3247,H,1991-1995,Etudiant,13-14,Non,6-10,3/an,5-6 h ,Les 2,Non,Oui,2-5,4-6,50-100 "
"3249,H,1986-1990,Cadre +,17-18,Non,2-5,3/an,Le week end,PJ,Non,Oui,2-5,7-10,100-200 "
"3250,H,1981-1985,En recherche d'emploi,11-12,Oui,6-10,1/mois,5-6 h ,MJ,Non,Oui,6-10,31-50,200-500 "
"3251,H,1961-1965,Profession intermediaire,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ "
"3252,H,1981-1985,Employe,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,7-10,20-50 "
"3253,H,1981-1985,Employe,11-12,Non,2-5,1/an,3-4 h ,Les 2,Non,Oui,2-5,4-6,20 "
"3254,H,1966-1970,Employe,17-18,Oui,11-20,1/an,3-4 h ,Les 2,Non,Oui,6-10,51+,100-200 "
"3255,F,1986-1990,Profession intermediaire,10,Oui,6-10,2/mois,Le week end,Les 2,Oui,Oui,2-5,7-10,20-50 "
"3258,H,1981-1985,En recherche d'emploi,15-16,Non,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,21-30,20-50 "
"3260,F,1986-1990,Etudiant,21-22,Non,2-5,1/semaine,3-4 h ,PJ,Non,Oui,1,2 ou 3,20 "
"3261,H,1986-1990,Etudiant,10,Oui,21+,3/an,5-6 h ,MJ,Oui,Oui,2-5,51+,200-500 "
"3264,H,1981-1985,Je ne souhaite pas repondre,11-12,Non,21+,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,11-15,20-50 "
"3265,H,1976-1980,Employe,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 "
"3266,F,1991-1995,Etudiant,15-16,Oui,6-10,1/mois,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20-50 "
"3267,H,1991-1995,Etudiant,15-16,Non,6-10,3/an,5-6 h ,Les 2,Oui,Oui,2-5,4-6,50-100 "
"3268,H,1991-1995,Etudiant,15-16,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,6-10,4-6,20-50 "
"3269,H,1961-1965,Travailleur independant,17-18,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ "
"3270,H,1976-1980,Employe,15-16,Oui,21+,2/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,100-200 "
"3271,H,1986-1990,Je ne souhaite pas repondre,17-18,Non,2-5,1/mois,7 h +,Les 2,Non,Non,0,0,0"
"3272,H,1966-1970,Retraite,13-14,Oui,11-20,2/mois,5-6 h ,PJ,Non,Oui,16+,51+,200-500 "
"3273,H,1976-1980,Cadre +,25-30,Oui,2-5,1/semaine,3-4 h ,Les 2,Non,Non,0,0,0"
"3274,H,1986-1990,Je ne souhaite pas repondre,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,100-200 "
"3275,H,1996-2000,Etudiant,11-12,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Non,0,0,0"
"3277,H,1966-1970,Travailleur independant,17-18,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,31-50,50-100 "
"3279,H,1971-1975,Cadre +,11-12,Non,6-10,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,6-10,31-50,20-50 "
"3280,F,1986-1990,Employe,15-16,Oui,11-20,2/mois,5-6 h ,PJ,Oui,Oui,2-5,31-50,20-50 "
"3281,H,1991-1995,Etudiant,19-20,Non,2-5,1/mois,7 h +,Les 2,Non,Oui,1,1,20-50 "
"3282,F,1986-1990,Cadre +,13-14,Oui,6-10,2/mois,7 h +,MJ,Oui,Oui,6-10,51+,100-200 "
"3283,H,1960 ou avant,Employe,25-30,Oui,2-5,1/mois,5-6 h ,PJ,Oui,Oui,1,2 ou 3,50-100 "
"3284,H,1966-1970,Cadre +,19-20,Non,6-10,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,2-5,4-6,20 "
"3286,H,1991-1995,Etudiant,13-14,Non,2-5,1/semaine,5-6 h ,PJ,Non,Oui,2-5,16-20,50-100 "
"3287,H,1966-1970,Cadre +,11-12,Non,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,51+,50-100 "
"3288,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 "
"3290,H,1981-1985,Cadre +,17-18,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 "
"3291,H,1971-1975,Employe,13-14,Oui,11-20,2/mois,5-6 h ,MJ,Non,Oui,11-15,51+,200-500 "
"3293,H,1976-1980,En recherche d'emploi,11-12,Non,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 "
"3294,H,1991-1995,Etudiant,15-16,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Non,0,0,0"
"3295,F,1976-1980,Employe,21-22,Oui,11-20,1/semaine,3-4 h ,PJ,Oui,Oui,6-10,51+,20-50 "
"3296,H,1971-1975,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,31-50,20-50 "
"3297,H,1991-1995,En recherche d'emploi,13-14,Non,11-20,1/semaine,7 h +,Les 2,Non,Non,0,0,0"
"3298,H,1971-1975,Cadre +,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 "
"3301,H,1991-1995,Etudiant,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,51+,500+ "
"3303,H,1966-1970,Employe,11-12,Non,6-10,3/an,7 h +,PJ,Oui,Oui,2-5,16-20,50-100 "
"3304,H,1976-1980,Cadre +,13-14,Non,2-5,1/mois,5-6 h ,MJ,Non,Oui,2-5,51+,500+ "
"3305,H,1981-1985,Employe,15-16,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,4-6,100-200 "
"3307,H,1981-1985,Employe,15-16,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,11-15,20-50 "
"3308,H,1981-1985,Employe,19-20,Non,2-5,1/an,3-4 h ,PJ,Oui,Non,0,0,0"
"3309,F,1991-1995,Etudiant,19-20,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,100-200 "
"3310,H,1976-1980,Travailleur independant,11-12,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,11-15,31-50,20-50 "
"3312,H,1976-1980,Cadre +,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,31-50,100-200 "
