key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull
3047,H,1986-1990,Etudiant,10,Non,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,4-6,20-50 
3048,H,1986-1990,Employe,13-14,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 
3049,F,1976-1980,Travailleur independant,13-14,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,100-200 
3050,H,1996-2000,Etudiant,10,Oui,6-10,2/mois,5-6 h ,PJ,Oui,Oui,2-5,7-10,50-100 
3055,H,1986-1990,Employe,15-16,Non,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,50-100 
3058,H,1976-1980,Employe,17-18,Oui,21+,1/mois,7 h +,PJ,Oui,Oui,2-5,4-6,50-100 
3059,H,1986-1990,Cadre +,11-12,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,7-10,20-50 
3060,H,1966-1970,Cadre +,17-18,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,6-10,31-50,100-200 
3061,H,1991-1995,Etudiant,13-14,Oui,6-10,1/mois,7 h +,PJ,Oui,Oui,1,1,20 
3062,H,1976-1980,Cadre +,25-30,Non,6-10,3/an,Le week end,PJ,Oui,Oui,2-5,2 ou 3,50-100 
3063,H,1976-1980,Cadre +,11-12,Oui,11-20,2/mois,7 h +,Les 2,Non,Oui,2-5,11-15,20-50 
3065,H,1981-1985,En recherche d'emploi,13-14,Non,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Oui,2-5,11-15,20 
3066,H,1981-1985,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,31-50,200-500 
3068,H,1971-1975,Profession intermediaire,13-14,Non,21+,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,51+,200-500 
3069,F,1981-1985,Je ne souhaite pas repondre,15-16,Oui,11-20,1/mois,Le week end,Les 2,Oui,Oui,2-5,16-20,20-50 
3074,H,1976-1980,Cadre +,19-20,Non,11-20,2/mois,5-6 h ,Les 2,Non,Oui,2-5,11-15,20-50 
3075,H,1986-1990,Cadre +,17-18,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,16-20,20-50 
3080,H,1981-1985,Ouvrier,15-16,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,31-50,20-50 
3081,H,1981-1985,Cadre +,15-16,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0
3082,F,1986-1990,Sans activite,11-12,Non,6-10,1/semaine,7 h +,Les 2,Non,Non,0,0,0
3085,H,1971-1975,Cadre +,19-20,Non,2-5,Je ne joue plus vraiment,3-4 h ,MJ,Non,Oui,11-15,31-50,50-100 
3088,H,1971-1975,Cadre +,15-16,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
3089,H,1986-1990,Profession intermediaire,13-14,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Non,0,0,0
3093,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,2-5,51+,50-100 
3094,F,1981-1985,Employe,10,Oui,6-10,3/an,7 h +,PJ,Oui,Oui,1,2 ou 3,20-50 
3096,H,1976-1980,Employe,15-16,Non,2-5,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Non,0,0,0
3097,H,1986-1990,Cadre +,19-20,Non,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,2 ou 3,20-50 
3098,H,1981-1985,Travailleur independant,15-16,Oui,6-10,3/an,7 h +,Les 2,Non,Oui,2-5,11-15,20 
3101,H,1996-2000,Etudiant,10,Oui,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,1,1,20 
3103,H,1991-1995,Etudiant,19-20,Oui,2-5,3/an,5-6 h ,PJ,Non,Oui,1,2 ou 3,20 
3109,H,1991-1995,En recherche d'emploi,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
3110,H,1981-1985,Cadre +,13-14,Non,21+,1/mois,3-4 h ,Les 2,Non,Oui,16+,51+,20-50 
3111,H,1991-1995,En recherche d'emploi,10,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,11-15,21-30,50-100 
3112,F,1986-1990,En recherche d'emploi,11-12,Non,6-10,1/mois,3-4 h ,PJ,Oui,Oui,1,2 ou 3,20-50 
3115,H,1976-1980,Cadre +,11-12,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 
3117,H,1966-1970,Employe,13-14,Oui,6-10,3/an,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 
3120,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,20-50 
3121,H,1991-1995,Travailleur independant,19-20,Non,1,2/mois,5-6 h ,PJ,Oui,Non,0,0,0
3124,F,1986-1990,En recherche d'emploi,11-12,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 
3125,H,1986-1990,Cadre +,17-18,Non,2-5,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,2-5,2 ou 3,20-50 
3128,F,1996-2000,Etudiant,15-16,Non,2-5,2/mois,Le week end,Les 2,Non,Non,0,0,0
3132,H,1981-1985,Employe,15-16,Oui,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,7-10,20-50 
3133,H,1976-1980,Cadre +,11-12,Non,21+,3/an,5-6 h ,Les 2,Non,Oui,6-10,31-50,50-100 
3140,H,1971-1975,Profession intermediaire,19-20,Oui,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,11-15,20 
3142,H,1981-1985,Cadre +,21-22,Oui,6-10,1/mois,5-6 h ,Les 2,Non,Non,0,0,0
3143,H,1971-1975,Cadre +,11-12,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,16-20,100-200 
3144,H,1986-1990,Employe,13-14,Non,11-20,2/mois,3-4 h ,Les 2,Non,Oui,1,2 ou 3,50-100 
3147,F,1991-1995,Etudiant,15-16,Oui,6-10,2/mois,3-4 h ,PJ,Oui,Oui,1,2 ou 3,20 
3148,H,1971-1975,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,16-20,20-50 
3150,H,1971-1975,Ouvrier,15-16,Oui,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20-50 
3152,H,1971-1975,Employe,15-16,Non,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,51+,500+ 
3153,H,1976-1980,Employe,11-12,Oui,11-20,1/mois,7 h +,Les 2,Non,Oui,2-5,11-15,20 
3155,H,1976-1980,Je ne souhaite pas repondre,10,Oui,11-20,2/mois,7 h +,PJ,Non,Oui,2-5,4-6,20 
3158,H,1981-1985,Employe,19-20,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
3160,H,1986-1990,Profession intermediaire,15-16,Non,11-20,1/semaine,7 h +,Les 2,Non,Oui,11-15,21-30,200-500 
3164,H,1981-1985,Employe,13-14,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 
3165,H,1981-1985,Cadre +,25-30,Oui,2-5,1/an,3-4 h ,PJ,Non,Oui,2-5,2 ou 3,20 
3170,F,1981-1985,Etudiant,19-20,Oui,6-10,1/semaine,5-6 h ,PJ,Non,Oui,2-5,2 ou 3,20 
3172,H,1986-1990,Employe,21-22,Oui,1,1/mois,7 h +,PJ,Oui,Non,0,0,0
3173,H,1986-1990,Ouvrier,15-16,Non,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,1,1,20 
3176,F,1986-1990,Etudiant,13-14,Oui,11-20,1/semaine,Le week end,PJ,Oui,Oui,2-5,11-15,20-50 
3177,F,1986-1990,Etudiant,15-16,Non,2-5,1/semaine,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 
3180,F,1986-1990,En recherche d'emploi,17-18,Oui,2-5,1/semaine,3-4 h ,MJ,Non,Oui,1,21-30,20-50 
3182,H,1971-1975,Cadre +,10,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,500+ 
3187,H,1971-1975,Travailleur independant,11-12,Oui,21+,2/mois,5-6 h ,MJ,Oui,Oui,11-15,51+,50-100 
3188,H,1976-1980,Employe,15-16,Non,2-5,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Non,0,0,0
3189,H,1976-1980,Je ne souhaite pas repondre,10,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,6-10,16-20,20 
3190,H,1976-1980,Cadre +,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,20-50 
3191,F,1986-1990,En recherche d'emploi,19-20,Non,6-10,2/mois,3-4 h ,PJ,Oui,Oui,2-5,4-6,20 
3193,H,1981-1985,Employe,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
3195,H,1991-1995,En recherche d'emploi,11-12,Oui,6-10,3/an,Le week end,PJ,Oui,Oui,2-5,4-6,100-200 
3199,H,1981-1985,Travailleur independant,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,21-30,20 
3201,H,1981-1985,Cadre +,13-14,Non,2-5,1/an,7 h +,MJ,Non,Oui,2-5,16-20,20 
3202,H,1966-1970,Cadre +,17-18,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,11-15,20 
3204,F,1961-1965,Employe,17-18,Oui,6-10,1/mois,7 h +,MJ,Non,Oui,11-15,51+,100-200 
3206,H,1976-1980,Cadre +,10,Oui,21+,1/mois,3-4 h ,MJ,Oui,Oui,16+,51+,500+ 
3212,F,1966-1970,Employe,31-40,Oui,6-10,3/an,5-6 h ,PJ,Non,Non,0,0,0
3213,H,1971-1975,Employe,11-12,Non,6-10,3/an,5-6 h ,Les 2,Non,Oui,2-5,16-20,20-50 
3215,H,1996-2000,Etudiant,13-14,Non,6-10,1/semaine,7 h +,Les 2,Oui,Non,0,0,0
3216,H,1981-1985,Employe,11-12,Non,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,31-50,20-50 
3220,H,1966-1970,Travailleur independant,17-18,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
3223,H,1976-1980,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,50-100 
3225,H,1986-1990,Je ne souhaite pas repondre,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,7-10,20-50 
3226,H,1981-1985,Employe,25-30,Oui,6-10,1/semaine,5-6 h ,PJ,Oui,Oui,2-5,4-6,20-50 
3231,F,1986-1990,Travailleur independant,21-22,Non,2-5,2/mois,3-4 h ,MJ,Oui,Oui,2-5,2 ou 3,50-100 
3234,F,1986-1990,Etudiant,13-14,Oui,6-10,2/mois,3-4 h ,PJ,Non,Non,0,0,0
3242,H,1976-1980,Employe,13-14,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,1,4-6,20-50 
3244,F,1981-1985,Travailleur independant,15-16,Non,6-10,2/mois,3-4 h ,PJ,Non,Oui,2-5,4-6,20 
3245,H,1971-1975,Employe,13-14,Non,11-20,2/mois,5-6 h ,Les 2,Non,Oui,2-5,51+,50-100 
3246,H,1976-1980,Cadre +,13-14,Non,2-5,3/an,5-6 h ,MJ,Non,Oui,2-5,21-30,20 
3248,H,1971-1975,Cadre +,13-14,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,20-50 
3249,H,1986-1990,Cadre +,17-18,Non,2-5,3/an,Le week end,PJ,Non,Oui,2-5,7-10,100-200 
3251,H,1961-1965,Profession intermediaire,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
3253,H,1981-1985,Employe,11-12,Non,2-5,1/an,3-4 h ,Les 2,Non,Oui,2-5,4-6,20 
3254,H,1966-1970,Employe,17-18,Oui,11-20,1/an,3-4 h ,Les 2,Non,Oui,6-10,51+,100-200 
3260,F,1986-1990,Etudiant,21-22,Non,2-5,1/semaine,3-4 h ,PJ,Non,Oui,1,2 ou 3,20 
3261,H,1986-1990,Etudiant,10,Oui,21+,3/an,5-6 h ,MJ,Oui,Oui,2-5,51+,200-500 
3264,H,1981-1985,Je ne souhaite pas repondre,11-12,Non,21+,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,11-15,20-50 
3267,H,1991-1995,Etudiant,15-16,Non,6-10,3/an,5-6 h ,Les 2,Oui,Oui,2-5,4-6,50-100 
3270,H,1976-1980,Employe,15-16,Oui,21+,2/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,100-200 
3271,H,1986-1990,Je ne souhaite pas repondre,17-18,Non,2-5,1/mois,7 h +,Les 2,Non,Non,0,0,0
3274,H,1986-1990,Je ne souhaite pas repondre,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
3275,H,1996-2000,Etudiant,11-12,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Non,0,0,0
3281,H,1991-1995,Etudiant,19-20,Non,2-5,1/mois,7 h +,Les 2,Non,Oui,1,1,20-50 
3282,F,1986-1990,Cadre +,13-14,Oui,6-10,2/mois,7 h +,MJ,Oui,Oui,6-10,51+,100-200 
3284,H,1966-1970,Cadre +,19-20,Non,6-10,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,2-5,4-6,20 
3285,H,1986-1990,Profession intermediaire,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,500+ 
3287,H,1966-1970,Cadre +,11-12,Non,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,51+,50-100 
3288,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
3291,H,1971-1975,Employe,13-14,Oui,11-20,2/mois,5-6 h ,MJ,Non,Oui,11-15,51+,200-500 
3292,H,1976-1980,Cadre +,13-14,Oui,6-10,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,2-5,16-20,20 
3293,H,1976-1980,En recherche d'emploi,11-12,Non,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
3294,H,1991-1995,Etudiant,15-16,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Non,0,0,0
3296,H,1971-1975,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,31-50,20-50 
3297,H,1991-1995,En recherche d'emploi,13-14,Non,11-20,1/semaine,7 h +,Les 2,Non,Non,0,0,0
3298,H,1971-1975,Cadre +,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 
3300,H,1971-1975,Profession intermediaire,15-16,Oui,6-10,3/an,3-4 h ,PJ,Non,Oui,2-5,4-6,20 
3309,F,1991-1995,Etudiant,19-20,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
3310,H,1976-1980,Travailleur independant,11-12,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,11-15,31-50,20-50 
3311,H,1976-1980,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,31-50,20-50 
3312,H,1976-1980,Cadre +,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,31-50,100-200 
3315,F,1986-1990,En recherche d'emploi,17-18,Oui,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,31-50,100-200 
3318,F,1991-1995,En recherche d'emploi,23-24,Oui,2-5,1/semaine,3-4 h ,PJ,Non,Non,0,0,0
3319,H,1981-1985,Profession intermediaire,15-16,Non,2-5,3/an,7 h +,Les 2,Non,Oui,2-5,4-6,50-100 
3320,F,1971-1975,Travailleur independant,10,Non,6-10,1/mois,5-6 h ,PJ,Oui,Oui,1,2 ou 3,20 
3324,H,1986-1990,Travailleur independant,25-30,Non,2-5,1/an,7 h +,PJ,Oui,Non,0,0,0
3328,H,1976-1980,Profession intermediaire,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,20-50 
3330,H,1976-1980,Cadre +,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,100-200 
3331,H,1976-1980,Cadre +,10,Non,21+,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,6-10,16-20,20-50 
3334,H,1976-1980,En recherche d'emploi,11-12,Oui,21+,Je ne joue plus vraiment,7 h +,MJ,Oui,Oui,16+,51+,50-100 
3335,H,1981-1985,Cadre +,10,Non,21+,3/an,7 h +,Les 2,Oui,Oui,16+,51+,50-100 
3339,H,1981-1985,Profession intermediaire,15-16,Non,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20-50 
3343,H,1976-1980,Employe,13-14,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 
3344,H,1981-1985,Cadre +,23-24,Non,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Oui,2-5,11-15,50-100 
3345,H,1986-1990,En recherche d'emploi,15-16,Oui,21+,3/an,5-6 h ,PJ,Oui,Oui,2-5,16-20,100-200 
3346,H,1971-1975,Cadre +,17-18,Non,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,11-15,20-50 
3347,F,1976-1980,Employe,25-30,Non,6-10,Je ne joue plus vraiment,1-2 h ,PJ,Oui,Oui,2-5,7-10,20-50 
3348,H,1961-1965,Cadre +,17-18,Non,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,2-5,31-50,20 
3351,H,1981-1985,Employe,13-14,Non,2-5,2/mois,3-4 h ,PJ,Non,Non,0,0,0
3352,H,1986-1990,Je ne souhaite pas repondre,13-14,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,6-10,21-30,200-500 
3354,H,1976-1980,Cadre +,10,Non,21+,1/an,5-6 h ,MJ,Oui,Oui,16+,31-50,100-200 
3355,H,1991-1995,Etudiant,19-20,Oui,2-5,1/mois,3-4 h ,PJ,Non,Non,0,0,0
3357,H,1981-1985,Employe,11-12,Non,6-10,1/an,3-4 h ,PJ,Oui,Oui,1,2 ou 3,20 
3358,H,1986-1990,Employe,17-18,Non,2-5,1/an,5-6 h ,Les 2,Non,Oui,2-5,16-20,50-100 
3361,H,1976-1980,Ouvrier,13-14,Non,6-10,3/an,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 
3362,H,1981-1985,Cadre +,17-18,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,11-15,7-10,20-50 
3365,H,1976-1980,Cadre +,17-18,Oui,11-20,2/mois,7 h +,PJ,Oui,Oui,1,16-20,20 
3366,H,1976-1980,Cadre +,17-18,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,6-10,31-50,200-500 
3367,H,1971-1975,Cadre +,11-12,Non,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,20 
3373,H,1971-1975,Cadre +,11-12,Non,21+,3/an,3-4 h ,Les 2,Non,Oui,6-10,21-30,20 
3378,H,1981-1985,Cadre +,21-22,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,2-5,4-6,20 
3379,F,1986-1990,Cadre +,15-16,Oui,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,1,4-6,20 
3380,H,1976-1980,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
3381,H,1971-1975,Cadre +,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,20-50 
3384,H,1981-1985,Employe,10,Non,2-5,3/an,5-6 h ,PJ,Oui,Oui,16+,21-30,100-200 
3385,H,1971-1975,Employe,11-12,Non,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,6-10,51+,500+ 
3386,H,1981-1985,Cadre +,17-18,Oui,11-20,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
3387,H,1986-1990,Je ne souhaite pas repondre,17-18,Oui,11-20,1/mois,5-6 h ,PJ,Oui,Oui,1,1,20 
3390,H,1971-1975,Employe,15-16,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
3391,H,1986-1990,Employe,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,4-6,20 
3397,H,1981-1985,Employe,11-12,Oui,21+,1/mois,3-4 h ,Les 2,Non,Oui,6-10,51+,200-500 
3399,H,1981-1985,Cadre +,19-20,Non,11-20,Je ne joue plus vraiment,7 h +,PJ,Oui,Oui,1,7-10,20 
3400,H,1976-1980,Profession intermediaire,21-22,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20-50 
3401,H,1971-1975,En recherche d'emploi,13-14,Non,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20-50 
3403,H,1966-1970,Cadre +,17-18,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,6-10,16-20,20 
3408,H,1981-1985,Cadre +,15-16,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,11-15,100-200 
3410,H,1986-1990,Employe,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,7-10,100-200 
3412,H,1981-1985,Ouvrier,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,100-200 
3413,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,50-100 
3417,H,1976-1980,Employe,11-12,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,200-500 
3419,H,1986-1990,En recherche d'emploi,13-14,Oui,11-20,2/mois,7 h +,Les 2,Non,Oui,6-10,21-30,50-100 
3420,H,1966-1970,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,2-5,4-6,20 
3422,H,1971-1975,Cadre +,15-16,Non,21+,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,6-10,51+,20-50 
3423,H,1986-1990,Etudiant,11-12,Oui,11-20,3/an,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
3424,F,1971-1975,Travailleur independant,25-30,Non,6-10,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0
3425,H,1986-1990,Employe,13-14,Oui,11-20,1/semaine,7 h +,MJ,Oui,Oui,6-10,21-30,50-100 
3430,H,1986-1990,Cadre +,19-20,Oui,2-5,3/an,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
3431,H,1966-1970,Profession intermediaire,13-14,Oui,11-20,1/an,5-6 h ,MJ,Non,Oui,2-5,21-30,20 
3436,H,1991-1995,Etudiant,17-18,Non,6-10,3/an,5-6 h ,PJ,Non,Non,0,0,0
3439,H,1991-1995,Etudiant,15-16,Oui,6-10,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,2-5,4-6,20 
3441,H,1991-1995,Etudiant,19-20,Non,2-5,2/mois,7 h +,Les 2,Non,Oui,1,1,50-100 
3443,F,1996-2000,Etudiant,15-16,Non,6-10,3/an,5-6 h ,Les 2,Oui,Non,0,0,0
3445,H,1981-1985,Cadre +,23-24,Non,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
3454,H,1966-1970,En recherche d'emploi,17-18,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,2-5,7-10,20 
3455,F,1996-2000,Etudiant,11-12,Oui,6-10,1/semaine,5-6 h ,PJ,Oui,Oui,1,1,20 
3459,F,1986-1990,Employe,15-16,Non,6-10,3/an,3-4 h ,PJ,Oui,Oui,2-5,7-10,20 
3462,H,1996-2000,Je ne souhaite pas repondre,11-12,Non,21+,1/semaine,Le week end,PJ,Oui,Oui,1,2 ou 3,200-500 
3463,H,1966-1970,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,MJ,Non,Oui,16+,51+,200-500 
3466,F,1981-1985,Employe,10,Oui,11-20,2/mois,7 h +,PJ,Non,Oui,2-5,11-15,100-200 
3471,H,1971-1975,Cadre +,17-18,Oui,11-20,1/mois,Le week end,Les 2,Oui,Oui,2-5,51+,500+ 
3472,H,1976-1980,Cadre +,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 
3474,F,1976-1980,Etudiant,15-16,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,31-50,20-50 
3475,H,1981-1985,Employe,13-14,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,100-200 
3476,H,1971-1975,Employe,17-18,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,2-5,51+,50-100 
3478,H,1971-1975,Cadre +,13-14,Oui,11-20,3/an,7 h +,Les 2,Oui,Oui,6-10,51+,20-50 
3479,H,1986-1990,Etudiant,17-18,Oui,6-10,2/mois,7 h +,PJ,Oui,Non,0,0,0
3481,H,1976-1980,Ouvrier,11-12,Oui,11-20,3/an,7 h +,Les 2,Oui,Oui,6-10,31-50,20 
3483,H,1976-1980,Cadre +,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,31-50,20-50 
3485,H,1976-1980,En recherche d'emploi,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
3486,H,1986-1990,Employe,10,Non,2-5,1/mois,5-6 h ,PJ,Oui,Non,0,0,0
3487,H,1981-1985,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,50-100 
3488,H,1976-1980,Cadre +,11-12,Oui,11-20,3/an,5-6 h ,PJ,Non,Oui,6-10,51+,200-500 
3489,F,1981-1985,Employe,25-30,Non,1,1/an,5-6 h ,PJ,Oui,Non,0,0,0
3494,H,1966-1970,Cadre +,11-12,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,11-15,31-50,20-50 
3500,H,1981-1985,Employe,11-12,Oui,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
3501,H,1986-1990,Etudiant,19-20,Non,6-10,2/mois,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 
3503,H,1976-1980,Travailleur independant,10,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,50-100 
3504,H,1981-1985,Cadre +,19-20,Non,11-20,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,50-100 
3505,H,1976-1980,Sans activite,11-12,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,31-50,20-50 
3508,H,1976-1980,Je ne souhaite pas repondre,10,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,500+ 
3510,H,1976-1980,Cadre +,13-14,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,2-5,11-15,200-500 
3511,H,1976-1980,Employe,13-14,Non,2-5,3/an,7 h +,Les 2,Non,Oui,2-5,16-20,50-100 
3513,H,1976-1980,Employe,11-12,Non,2-5,Je ne joue plus vraiment,1-2 h ,Les 2,Oui,Oui,6-10,7-10,200-500 
3514,H,1986-1990,Cadre +,19-20,Non,2-5,2/mois,5-6 h ,Les 2,Non,Oui,16+,51+,500+ 
3515,H,1976-1980,Cadre +,13-14,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,6-10,51+,500+ 
